Provider Name,Street,City,State,Zip,Full Address,Phone,EvexiPEL Profile URL,Google Business URL
Rockford Hormone Management,7177 Crimson Ridge Dr. Suite 5,Rockford,IL,61107,"7177 Crimson Ridge Dr. Suite 5 Rockford, IL 61107",(779) 368-1850,https://www.evexipel.com/hormone-replacement-therapy-provider/rockford-hormone-management-rockford-il/,
Liv Wellness Lounge,525 1st St,Salle,IL,61301,"525 1st St La Salle, IL 61301",(815) 849-8508,https://www.evexipel.com/hormone-replacement-therapy-provider/liv-wellness-lounge-la-salle-il/,
"Richard Izewski, MD",1094 S Roselle Rd,Schaumburg,IL,60193,"1094 S Roselle Rd Schaumburg, IL 60193",(847) 807-1569,https://www.evexipel.com/hormone-replacement-therapy-provider/richard-izewski-md-schaumburg-il/,
Renee Burke MD PC,4 Executive Ct,South Barrington,IL,60010,"4 Executive Ct South Barrington, IL 60010",(708) 905-8755,https://www.evexipel.com/hormone-replacement-therapy-provider/renee-burke-md-pc-south-barrington-il/,
Lifetime Health And Wellness,101 S Mclean Blvd South Ste,South Elgin,IL,60177,"101 S Mclean Blvd South Ste A South Elgin, IL 60177",(224) 268-1152,https://www.evexipel.com/hormone-replacement-therapy-provider/lifetime-health-and-wellness-south-elgin-il/,https://www.google.com/search?q=lifetime+health+and+wellness+south+elgin&oq=Lifetime+Health+And+Wellness+South+Elgin&gs_lcrp=EgZjaHJvbWUqCggAEAAY4wIYgAQyCggAEAAY4wIYgAQyEAgBEC4YrwEYxwEYgAQYjgUyCAgCEAAYFhgeMg0IAxAAGIYDGIAEGIoFMg0IBBAAGIYDGIAEGIoFMgYIBRBFGD
Rejuviwell,81 S. Mclean Blvd Ste,South Elgin,IL,60177,"81 S. Mclean Blvd Ste F South Elgin, IL 60177",(815) 923-3764,https://www.evexipel.com/hormone-replacement-therapy-provider/rejuviwell-south-elgin-il/,https://share.google/F8nEPecBt3pyVN3RL
Rose Aesthetics & Wellness Clinic,2525 W Iles Ave Suite,Springfield,IL,62704,"2525 W Iles Ave Suite C Springfield, IL 62704",(217) 626-3344,https://www.evexipel.com/hormone-replacement-therapy-provider/rose-aesthetics-wellness-clinic-springfield-il/,
NUVO Aesthetics Clinic,437 West State Street Unit 101,Sycamore,IL,60178,"437 West State Street Unit 101 Sycamore, IL 60178",(815) 393-2874,https://www.evexipel.com/hormone-replacement-therapy-provider/nuvo-aesthetics-clinic-sycamore-il/,
Northern Illinois Medical Associates,2560 Hauser Ross Drive Suite 450,Sycamore,IL,60178,"2560 Hauser Ross Drive Suite 450 Sycamore, IL 60178",(815) 567-8284,https://www.evexipel.com/hormone-replacement-therapy-provider/northern-illinois-medical-associates-sycamore-il/,
"True Wellness, LLC",535 Edwardsville Rd Ste 230,Troy,IL,62294,"535 Edwardsville Rd Ste 230 Troy, IL 62294",(618) 278-5543,https://www.evexipel.com/hormone-replacement-therapy-provider/true-wellness-llc-romeoville-il/,
Peak Health Institute,3S517 Winfield Rd Ste,Warrenville,IL,60555,"3S517 Winfield Rd Ste B Warrenville, IL 60555",(630) 333-4039,https://www.evexipel.com/hormone-replacement-therapy-provider/peak-health-institute-warrenville-il/,
Snatch Doll LLC,350 S 8th St,West Dundee,IL,60118,"350 S 8th St West Dundee, IL 60118",(815) 862-8525,https://www.evexipel.com/hormone-replacement-therapy-provider/snatch-doll-llc-west-dundee-il/,
Revival Aesthetics,604 Hillgrove Ave Ste 2,Western Springs,IL,60558,"604 Hillgrove Ave Ste 2 Western Springs, IL 60558",(708) 729-8534,https://www.evexipel.com/hormone-replacement-therapy-provider/revival-aesthetics-western-springs-il/,
YellowBlu MedSpa,1111 West Dundee Road,Wheeling,IL,60090,"1111 West Dundee Road Wheeling, IL 60090",(708) 905-8142,https://www.evexipel.com/hormone-replacement-therapy-provider/yellowblu-medspa-wheeling-il/,
Dr. Elborno Center,6747 Kingery Hwy,Willowbrook,IL,60527,"6747 Kingery Hwy Willowbrook, IL 60527",(630) 576-9577,https://www.evexipel.com/hormone-replacement-therapy-provider/dr-elborno-center-willowbrook-il/,
SkinPerfected,6440 Main St Ste 120,Woodridge,IL,60517,"6440 Main St Ste 120 Woodridge, IL 60517",(815) 620-0643,https://www.evexipel.com/hormone-replacement-therapy-provider/skinperfected-woodridge-il/,
Mary's Skin Health,101 E Center St,Yorkville,IL,60560,"101 E Center St Yorkville, IL 60560",(331) 216-1896,https://www.evexipel.com/hormone-replacement-therapy-provider/marys-skin-health-yorkville-il/,
"Urology Associates , LLC",141 W 22Nd Street Suite 213,Anderson,IN,46016,"141 W 22Nd Street Suite 213 Anderson, IN 46016",(765) 516-6079,https://www.evexipel.com/hormone-replacement-therapy-provider/urology-associates-llc-anderson-in/,
Body Bar MD - Aurora,502 2nd Street STE,Aurora,IN,47001,"502 2nd Street STE B Aurora, IN 47001",(317) 344-0930,https://www.evexipel.com/hormone-replacement-therapy-provider/body-bar-md-aurora-in/,
Align Beauty and Wellness - Bedford,2600 Smile Ln,Bedford,IN,47421,"2600 Smile Ln Bedford, IN 47421",(812) 966-1355,https://www.evexipel.com/hormone-replacement-therapy-provider/align-beauty-and-wellness-bedford-west-baden-springs-in/,
Reclaim Your Health & Wellness,803 W National Avenue,Brazil,IN,47834,"803 W National Avenue Brazil, IN 47834",(765) 548-4316,https://www.evexipel.com/hormone-replacement-therapy-provider/reclaim-your-health-wellness-brazil-in/,
Balanced Health Clinic,1980 E. 116th Street Suite 315,Carmel,IN,46032,"1980 E. 116th Street Suite 315 Carmel, IN 46032",(765) 666-3484,https://www.evexipel.com/hormone-replacement-therapy-provider/balanced-health-clinic-carmel-in/,
Body Bar MD,9650 Commercie Drive Suite 511,Carmel,IN,46032,"9650 Commercie Drive Suite 511 Carmel, IN 46032",(317) 344-0930,https://www.evexipel.com/hormone-replacement-therapy-provider/body-bar-md-carmel-in/,
Elevate Functional Medicine,9640 Commerce Dr Ste 413,Carmel,IN,46032,"9640 Commerce Dr Ste 413 Carmel, IN 46032",(765) 734-2372,https://www.evexipel.com/hormone-replacement-therapy-provider/elevate-functional-medicine-carmel-in/,
Robey Plastic Surgery & Regenerative Med,12760 Meeting House Rd,Carmel,IN,46032,"12760 Meeting House Rd Carmel, IN 46032",(463) 800-8463,https://www.evexipel.com/hormone-replacement-therapy-provider/robey-plastic-surgery-regenerative-med-carmel-in/,
Total Performance Medical Center,90 Executive Drive Suite E,Carmel,IN,46032,"90 Executive Drive Suite E Carmel, IN 46032",(463) 241-6283,https://www.evexipel.com/hormone-replacement-therapy-provider/total-performance-medical-center-carmel-in/,
Perfection Medical Spa,709 Plaza Drive Suite,Chesterton,IN,46304,"709 Plaza Drive Suite #1 Chesterton, IN 46304",(219) 327-1719,https://www.evexipel.com/hormone-replacement-therapy-provider/perfection-medical-spa-chesterton-in/,
Monarch Health & Wellness,503 E. Summit Street Suite 3,Crown Point,IN,46307,"503 E. Summit Street Suite 3 Crown Point, IN 46307",(219) 402-3165,https://www.evexipel.com/hormone-replacement-therapy-provider/monarch-health-wellness-crown-point-in/,https://share.google/U3wdDSc0uCzJU6HUr
Be You Med Spa & Wellness,14785 West 101st Avenue Suite 205,Dyer,IN,46311,"14785 West 101st Avenue Suite 205 Dyer, IN 46311",(219) 257-0739,https://www.evexipel.com/hormone-replacement-therapy-provider/be-you-med-spa-wellness-dyer-in/,
MP Health PC,1101 Parkway Ave Suite 200,Elkhart,IN,46516,"1101 Parkway Ave Suite 200 Elkhart, IN 46516",(269) 699-2905,https://www.evexipel.com/hormone-replacement-therapy-provider/mp-health-pc-elkhart-in/,
Hormone Balance Center,9748 Lantern Road,Fishers,IN,46037,"9748 Lantern Road Fishers, IN 46037",(463) 217-5471,https://www.evexipel.com/hormone-replacement-therapy-provider/hormone-balance-center-fishers-in/,
Vitality Health and Wellness Clinic,9003 Technology Ln Ste,Fishers,IN,46038,"9003 Technology Ln Ste B Fishers, IN 46038",(765) 999-3955,https://www.evexipel.com/hormone-replacement-therapy-provider/vitality-health-and-wellness-clinic-fishers-in/,
CaloSpa Rejuvenation Center - Indiana,408 Lafollette Station Dr,Floyds Knobs,IN,47119,"408 Lafollette Station Dr Floyds Knobs, IN 47119",(812) 562-5380,https://www.evexipel.com/hormone-replacement-therapy-provider/calospa-rejuvenation-center-indiana-floyds-knobs-in/,
Integrative Health,10528 Coldwater Road,Fort Wayne,IN,46845,"10528 Coldwater Road Fort Wayne, IN 46845",(260) 217-5241,https://www.evexipel.com/hormone-replacement-therapy-provider/integrative-health-fort-wayne-in/,
Pur Aesthetics and Wellness,225 Florence Ave,Granger,IN,46530,"225 Florence Ave Granger, IN 46530",(574) 227-6615,https://www.evexipel.com/hormone-replacement-therapy-provider/pur-aesthetics-and-wellness-granger-in/,
Holistic Family Wellness,8424 Naab Rd Ste,Indianapolis,IN,46260,"8424 Naab Rd Ste 3P Indianapolis, IN 46260",(317) 751-7809,https://www.evexipel.com/hormone-replacement-therapy-provider/holistic-family-wellness-indianapolis-in/,
The Refinery,6411 S East St Ste,Indianapolis,IN,46227,"6411 S East St Ste B Indianapolis, IN 46227",(463) 208-7416,https://www.evexipel.com/hormone-replacement-therapy-provider/the-refinery-indianapolis-in/,
Align Beauty and Wellness,511 South Newton Street Suite 7,Jasper,IN,47546,"511 South Newton Street Suite 7 Jasper, IN 47546",(812) 380-5270,https://www.evexipel.com/hormone-replacement-therapy-provider/align-beauty-and-wellness-jasper-in/,
Maple Leaf Health And Wellness,16 N Shield St Ste 200,Knox,IN,46534,"16 N Shield St Ste 200 Knox, IN 46534",(574) 635-3074,https://www.evexipel.com/hormone-replacement-therapy-provider/maple-leaf-health-and-wellness-knox-in/,
Live Well 360 Health and Medspa,208 West Jefferson St. Suite,Kokomo,IN,46901,"208 West Jefferson St. Suite D Kokomo, IN 46901",(765) 572-5945,https://www.evexipel.com/hormone-replacement-therapy-provider/live-well-360-health-and-medspa-kokomo-in/,
Medical Surgical Wellness Center LLC,8127 Merrillville Rd Ste 3,Merrillville,IN,46410,"8127 Merrillville Rd Ste 3 Merrillville, IN 46410",(219) 552-8098,https://www.evexipel.com/hormone-replacement-therapy-provider/medical-surgical-wellness-center-llc-merrillville-in/,
Biosculpt Medical and Aesthetics LLC,270 E Day Rd Ste 260,Mishawaka,IN,46545,"270 E Day Rd Ste 260 Mishawaka, IN 46545",(269) 229-6700,https://www.evexipel.com/hormone-replacement-therapy-provider/biosculpt-medical-and-aesthetics-llc-mishawaka-in/,
Del Pilar Medical & Urgent Care,270 E Day Rd Ste 280,Mishawaka,IN,46545,"270 E Day Rd Ste 280 Mishawaka, IN 46545",(269) 431-3919,https://www.evexipel.com/hormone-replacement-therapy-provider/del-pilar-medical-urgent-care-mishawaka-in/,
Park Place Medical Spa,15615 IN-23 Suite N,Mishawaka,IN,46530,"15615 IN-23 Suite N Mishawaka, IN 46530",(269) 448-1745,https://www.evexipel.com/hormone-replacement-therapy-provider/park-place-medical-spa-granger-in/,
Zubair Cosmetic Gynecology and Medspa,9410 Calumet Ave Suite 104,Munster,IN,46321,"9410 Calumet Ave Suite 104 Munster, IN 46321",(219) 285-9940,https://www.evexipel.com/hormone-replacement-therapy-provider/zubair-cosmetic-gynecology-and-medspa-munster-in/,
Bloom Rejuvenation,1600 State St,New Albany,IN,47150,"1600 State St New Albany, IN 47150",(812) 732-0430,https://www.evexipel.com/hormone-replacement-therapy-provider/bloom-rejuvenation-new-albany-in/,
The Luxe Spa,920 SR 930 E,New Haven,IN,46774,"920 SR 930 E New Haven, IN 46774",(260) 308-3116,https://www.evexipel.com/hormone-replacement-therapy-provider/the-luxe-spa-new-haven-in/,
Premier Vitality Clinic,9615 Keilman St Ste 203,Saint John,IN,46373,"9615 Keilman St Ste 203 Saint John, IN 46373",(219) 300-9453,https://www.evexipel.com/hormone-replacement-therapy-provider/premier-vitality-clinic-st-john-in/,
Body Bar MD - Terre Haute,4949 E Poplar Drive,Terre Haute,IN,47803,"4949 E Poplar Drive Terre Haute, IN 47803",(812) 917-7174,https://www.evexipel.com/hormone-replacement-therapy-provider/body-bar-md-terre-haute-in/,
Backroads Beauty Aesthetics,401 Garrettson St,Burlington,KS,66839,"401 Garrettson St Burlington, KS 66839",(620) 303-9884,https://www.evexipel.com/hormone-replacement-therapy-provider/backroads-beauty-aesthetics-burlington-ks/,
Peony Health & Beauty,419 Neosho St,Burlington,KS,66839,"419 Neosho St Burlington, KS 66839",(620) 877-1791,https://www.evexipel.com/hormone-replacement-therapy-provider/peony-health-beauty-burlington-ks/,
Peony Health & Beauty - Chanute,210 E 1st St Ste 2,Chanute,KS,66720,"210 E 1st St Ste 2 Chanute, KS 66720",(620) 685-0525,https://www.evexipel.com/hormone-replacement-therapy-provider/peony-health-beauty-chanute-ks/,
Enhanced Wellness - KS,1701 East Madison Avenue Suite E,Derby,KS,67037,"1701 East Madison Avenue Suite E Derby, KS 67037",(316) 600-9436,https://www.evexipel.com/hormone-replacement-therapy-provider/enhanced-wellness-ks-derby-ks/,
Peony Health & Beauty - Eureka,118 N Main St,Eureka,KS,67045,"118 N Main St Eureka, KS 67045",(620) 542-9337,https://www.evexipel.com/hormone-replacement-therapy-provider/peony-health-beauty-eureka-ks/,
Miller Aesthetic Medicine,110 E Fulton St. Ste,Garden City,KS,67846,"110 E Fulton St. Ste A Garden City, KS 67846",(620) 912-8611,https://www.evexipel.com/hormone-replacement-therapy-provider/miller-aesthetic-medicine-garden-city-ks/,
Glow Up KC,9433 Mission Rd Ste 103,Leawood,KS,66206,"9433 Mission Rd Ste 103 Leawood, KS 66206",(816) 425-8529,https://www.evexipel.com/hormone-replacement-therapy-provider/glow-up-kc-leawood-ks/,
Physician Aesthetic Specialists,11901 W 87th Street Pkwy,Lenexa,KS,66215,"11901 W 87th Street Pkwy Lenexa, KS 66215",(913) 298-8671,https://www.evexipel.com/hormone-replacement-therapy-provider/physician-aesthetic-specialists-lenexa-ks/,
Dailey Aesthetics & Hormone Clinic,6750 Antioch Rd. Suite 307,Merriam,KS,66204,"6750 Antioch Rd. Suite 307 Merriam, KS 66204",(913) 724-6074,https://www.evexipel.com/hormone-replacement-therapy-provider/dailey-aesthetics-hormone-clinic-overland-park-ks/,https://www.google.com/search?q=Dailey+Aesthetics+%26+Hormone+Clinic&stick=H4sIAAAAAAAA_-NgU1I1qLAwTzZITUkzMbZMMk8xNjK1MqgwTzFINUtJNko1NTJPS060XMSq5JKYmZNaqeCYWlySkVqSmVysoKbgkV-Um5-XquCck5mXmQwAyGn6u04AAAA&hl=en&mat=Cb7MqsOkqTdsElcBTVDHnj3U0aibKL0vzCFoSQ
Saving Grace Health KC,8707 Shawnee Mission Parkway,Merriam,KS,66202,"8707 Shawnee Mission Parkway Merriam, KS 66202",(785) 615-6642,https://www.evexipel.com/hormone-replacement-therapy-provider/saving-grace-health-kc-merriam-ks/,
Epic Integrative Wellness - Overland Park,7440 W 135TH ST,Overland Park,KS,66223,"7440 W 135TH ST Overland Park, KS 66223",(913) 701-3990,https://www.evexipel.com/hormone-replacement-therapy-provider/epic-integrative-wellness-overland-park-topeka-ks/,
The Center for Intentional Health,9200 Indian Creek Parkway Corporate Woods Ste 187,Overland Park,KS,66210,"9200 Indian Creek Parkway Corporate Woods Ste 187 Overland Park, KS 66210",(816) 327-2581,https://www.evexipel.com/hormone-replacement-therapy-provider/the-center-for-intentional-health-overland-park-ks/,
Fulfill Med Spa,317 S Main St,Pratt,KS,67124,"317 S Main St Pratt, KS 67124",(620) 254-9066,https://www.evexipel.com/hormone-replacement-therapy-provider/fulfill-med-spa-pratt-ks/,
Horizon Med Spa and Wellness,7070 Renner Rd Ste 102,Shawnee,KS,66217,"7070 Renner Rd Ste 102 Shawnee, KS 66217",(913) 423-6847,https://www.evexipel.com/hormone-replacement-therapy-provider/horizon-med-spa-and-wellness-shawnee-ks/,
Epic Integrative Wellness Institute,5942 SW 29th St STE,Topeka,KS,66614,"5942 SW 29th St STE C Topeka, KS 66614",(785) 645-2689,https://www.evexipel.com/hormone-replacement-therapy-provider/epic-integrative-wellness-institute-topeka-ks/,
BEAUTYDOT,10310 E 13th St N. Suite 300,Wichita,KS,67206,"10310 E 13th St N. Suite 300 Wichita, KS 67206",(316) 688-2304,https://www.evexipel.com/hormone-replacement-therapy-provider/beautydot-wichita-ks/,
Hazel and Honey Med Spa,494 N 127th St E Ste 200,Wichita,KS,67206,"494 N 127th St E Ste 200 Wichita, KS 67206",(316) 348-8556,https://www.evexipel.com/hormone-replacement-therapy-provider/hazel-and-honey-med-spa-wichita-ks/,
"Matthew H. Conrad, MD PA",1700 N Waterfront Pkwy Bldg 200,Wichita,KS,67206,"1700 N Waterfront Pkwy Bldg 200 Wichita, KS 67206",(316) 541-4142,https://www.evexipel.com/hormone-replacement-therapy-provider/matthew-h-conrad-md-pa-wichita-ks/,
Infinity Laser Med Spa,128 Keystone Ave,Bardstown,KY,40004,"128 Keystone Ave Bardstown, KY 40004",(859) 696-6320,https://www.evexipel.com/hormone-replacement-therapy-provider/infinity-laser-med-spa-bardstown-ky/,
MD Cosmedx,2424 AIRWAY DRIVE,Bowling Green,KY,42103,"2424 AIRWAY DRIVE Bowling Green, KY 42103",(270) 518-6469,https://www.evexipel.com/hormone-replacement-therapy-provider/md-cosmedx-bowling-green-ky/,
MediMorph,541 Buttermilk Pike Ste 100,Crescent Springs,KY,41017,"541 Buttermilk Pike Ste 100 Crescent Springs, KY 41017",(812) 551-3431,https://www.evexipel.com/hormone-replacement-therapy-provider/medimorph-crescent-springs-ky/,
Bluegrass Family Wellness,6001 Claymont Village Dr Ste 5,Crestwood,KY,40014,"6001 Claymont Village Dr Ste 5 Crestwood, KY 40014",(502) 281-0852,https://www.evexipel.com/hormone-replacement-therapy-provider/bluegrass-family-wellness-crestwood-ky/,https://share.google/Z5HjFtgJ1Rxtin6D7
Sei Bella Plastic Surgery,100 Daniel Dr,Danville,KY,40422,"100 Daniel Dr Danville, KY 40422",(270) 337-0306,https://www.evexipel.com/hormone-replacement-therapy-provider/sei-bella-plastic-surgery-danville-ky/,
Elivate Wellness,6302 Highway 44,East Shepherdsville,KY,40165,"6302 Highway 44 East Shepherdsville, KY 40165",(502) 427-0824,https://www.evexipel.com/hormone-replacement-therapy-provider/elivate-wellness-shepherdsville-ky/,
ANU Face Mind Body,230 Buford Ln,Elizabethtown,KY,42701,"230 Buford Ln Elizabethtown, KY 42701",(812) 737-3614,https://www.evexipel.com/hormone-replacement-therapy-provider/anu-face-mind-body-elizabethtown-ky/,
Watson Family Medicine,584 Westport Rd Ste 102,Elizabethtown,KY,42701,"584 Westport Rd Ste 102 Elizabethtown, KY 42701",(502) 628-4287,https://www.evexipel.com/hormone-replacement-therapy-provider/watson-family-medicine-elizabethtown-ky/,
ERA Wellness Spa,135 N Broadway St,Georgetown,KY,40324,"135 N Broadway St Georgetown, KY 40324",(859) 484-7836,https://www.evexipel.com/hormone-replacement-therapy-provider/era-wellness-spa-georgetown-ky/,https://share.google/eQ1QkSHnFYfn1jBQI
Intention Health And Wellness,107 Frazier Court Suite,Georgetown,KY,40324,"107 Frazier Court Suite 1B Georgetown, KY 40324",(859) 209-6643,https://www.evexipel.com/hormone-replacement-therapy-provider/intention-health-and-wellness-georgetown-ky/,
Jackson Health and Wellness,102 Physicians Boulevard Suite,Glasgow,KY,42141,"102 Physicians Boulevard Suite B Glasgow, KY 42141",(270) 612-2432,https://www.evexipel.com/hormone-replacement-therapy-provider/jackson-health-and-wellness-glasgow-ky/,
R+ Med Spa,210 Shane Dr,Glasgow,KY,42141,"210 Shane Dr Glasgow, KY 42141",(270) 606-7960,https://www.evexipel.com/hormone-replacement-therapy-provider/r-med-spa-glasgow-ky/,
Ageless Center,149 Moore Dr,Lexington,KY,40503,"149 Moore Dr Lexington, KY 40503",(859) 657-8683,https://www.evexipel.com/hormone-replacement-therapy-provider/ageless-center-lexington-ky/,
Belle Vie Summit,104 Summit At Fritz Farm Ste 120,Lexington,KY,40517,"104 Summit At Fritz Farm Ste 120 Lexington, KY 40517",(859) 724-6139,https://www.evexipel.com/hormone-replacement-therapy-provider/belle-vie-summit-lexington-ky/,
Bluegrass Integrative Health,2716 Old Rosebud Rd Ste 280,Lexington,KY,40509,"2716 Old Rosebud Rd Ste 280 Lexington, KY 40509",(859) 681-8830,https://www.evexipel.com/hormone-replacement-therapy-provider/bluegrass-integrative-health-lexington-ky/,
CaloSpa Rejuvenation Center - Lexington,824 Euclid Ave Ste 100,Lexington,KY,40502,"824 Euclid Ave Ste 100 Lexington, KY 40502",(859) 349-1918,https://www.evexipel.com/hormone-replacement-therapy-provider/calospa-rejuvenation-center-lexington-ky/,
Hourglass Aesthetics,124 Clay Ave,Lexington,KY,40502,"124 Clay Ave Lexington, KY 40502",(859) 470-3296,https://www.evexipel.com/hormone-replacement-therapy-provider/hourglass-aesthetics-lexington-ky/,
Lexington Plastic Surgery,166 Pasadena Dr Ste 100,Lexington,KY,40503,"166 Pasadena Dr Ste 100 Lexington, KY 40503",(859) 349-1899,https://www.evexipel.com/hormone-replacement-therapy-provider/lexington-plastic-surgery-lexington-ky/,
Lexington Prime Aesthetics & Wellness,989 Governors Ln Ste 240,Lexington,KY,40513,"989 Governors Ln Ste 240 Lexington, KY 40513",(859) 800-6946,https://www.evexipel.com/hormone-replacement-therapy-provider/lexington-prime-aesthetics-wellness-lexington-ky/,
Solutions Functional Medicine,1084 Wellington Way,Lexington,KY,40513,"1084 Wellington Way Lexington, KY 40513",(228) 623-2048,https://www.evexipel.com/hormone-replacement-therapy-provider/solutions-functional-medicine-lexington-ky/,
Wellward Regenerative Medicine,101 N Eagle Creek Dr,Lexington,KY,40509,"101 N Eagle Creek Dr Lexington, KY 40509",(859) 295-7499,https://www.evexipel.com/hormone-replacement-therapy-provider/wellward-regenerative-medicine-lexington-ky/,
Ageless Center - London,302 Madison Sq,London,KY,40741,"302 Madison Sq London, KY 40741",(606) 404-4802,https://www.evexipel.com/hormone-replacement-therapy-provider/ageless-center-london-ky/,
Esteem Aesthetics,103 Chera-Lyn Lane,London,KY,40741,"103 Chera-Lyn Lane London, KY 40741",(606) 595-4950,https://www.evexipel.com/hormone-replacement-therapy-provider/esteem-aesthetics-london-ky/,
Ageless Center - Louisville,10003 Forest Green Blvd,Louisville,KY,40223,"10003 Forest Green Blvd Louisville, KY 40223",(930) 500-3440,https://www.evexipel.com/hormone-replacement-therapy-provider/ageless-center-louisville-ky/,
Beauty Bar and Wellness,12406 La Grange Rd Ste 201,Louisville,KY,40245,"12406 La Grange Rd Ste 201 Louisville, KY 40245",(930) 300-4506,https://www.evexipel.com/hormone-replacement-therapy-provider/beauty-bar-and-wellness-louisville-ky/,https://share.google/1hwhAtkoOcIX21NGZ
CC Lou Aesthetics and Wellness,800 Stone Creek Pkwy Ste 2,Louisville,KY,40223,"800 Stone Creek Pkwy Ste 2 Louisville, KY 40223",(502) 547-0874,https://www.evexipel.com/hormone-replacement-therapy-provider/cc-lou-aesthetics-and-wellness-louisville-ky/,
CaloSpa Rejuvenation Center,2341 Lime Kiln Ln,Louisville,KY,40222,"2341 Lime Kiln Ln Louisville, KY 40222",(502) 289-6962,https://www.evexipel.com/hormone-replacement-therapy-provider/calospa-rejuvenation-center-louisville-ky/,
Covenant Wellness,13000 Equity Pl Suite 105,Louisville,KY,40223,"13000 Equity Pl Suite 105 Louisville, KY 40223",(502) 788-3498,https://www.evexipel.com/hormone-replacement-therapy-provider/covenant-wellness-louisville-ky/,
Louisville Aesthetics,9345 Leesgate Rd,Louisville,KY,40222,"9345 Leesgate Rd Louisville, KY 40222",(812) 286-5636,https://www.evexipel.com/hormone-replacement-therapy-provider/louisville-aesthetics-hurstbourne-ky/,
Spa V,161 Chenoweth Lane,Louisville,KY,40207,"161 Chenoweth Lane Louisville, KY 40207",(502) 324-3360,https://www.evexipel.com/hormone-replacement-therapy-provider/spa-v-louisville-ky/,
Middletown Aesthetics,12121 Shelbyville Rd Ste 107,Middletown,KY,40243,"12121 Shelbyville Rd Ste 107 Middletown, KY 40243",(812) 624-8329,https://www.evexipel.com/hormone-replacement-therapy-provider/middletown-aesthetics-louisville-ky/,
Renu MedSpa,1008,Mojave Trl Frankfort,KY,40601,"1008 Mojave Trl Frankfort, KY 40601",(859) 251-7999,https://www.evexipel.com/hormone-replacement-therapy-provider/renu-medspa-frankfort-ky/,
Lily's Med Spa & Salon,75 Sterling Way,Mount Sterling,KY,40353,"75 Sterling Way Mount Sterling, KY 40353",(606) 659-0953,https://www.evexipel.com/hormone-replacement-therapy-provider/lilys-med-spa-salon-mt-sterling-ky/,
Foundation Health,1601 Ky-121 Ste,Murray,KY,42071,"1601 Ky-121 Ste B Murray, KY 42071",(270) 747-9610,https://www.evexipel.com/hormone-replacement-therapy-provider/foundation-health-murray-ky/,https://share.google/4k8KpRoh8XcwofoC9
Premier Spa of Murray,307 North 12Th Street Ste,Murray,KY,42071,"307 North 12Th Street Ste B Murray, KY 42071",(270) 573-2434,https://www.evexipel.com/hormone-replacement-therapy-provider/premier-spa-of-murray-ky/,
MK Aesthetics - Nicholasville,243 E Brannon Rd Suite 108,Nicholasville,KY,40356,"243 E Brannon Rd Suite 108 Nicholasville, KY 40356",(859) 251-2388,https://www.evexipel.com/hormone-replacement-therapy-provider/mk-aesthetics-nicholasville-ky/,
Omorfia Wellness Center and Primary Care,125 S Main St,Nicholasville,KY,40356,"125 S Main St Nicholasville, KY 40356",(859) 695-3167,https://www.evexipel.com/hormone-replacement-therapy-provider/omorfia-wellness-center-and-primary-care-nicholasville-ky/,
Only You Wellness,459 Keene Centre Dr,Nicholasville,KY,40356,"459 Keene Centre Dr Nicholasville, KY 40356",(859) 549-7914,https://www.evexipel.com/hormone-replacement-therapy-provider/only-you-wellness-nicholasville-ky/,
The Lift Bar Med Spa LLC,122 Langley Dr,Nicholasville,KY,40356,"122 Langley Dr Nicholasville, KY 40356",(859) 681-7569,https://www.evexipel.com/hormone-replacement-therapy-provider/the-lift-bar-med-spa-llc-nicholasville-ky/,
Health Quest Medical Care,1003 Burlew Blvd Ste,Owensboro,KY,42303,"1003 Burlew Blvd Ste C Owensboro, KY 42303",(270) 713-8085,https://www.evexipel.com/hormone-replacement-therapy-provider/health-quest-medical-care-owensboro-ky/,
Advancing Medical Solutions,2725 James Sanders Blvd,Paducah,KY,42001,"2725 James Sanders Blvd Paducah, KY 42001",(270) 554-5114,https://www.evexipel.com/hormone-replacement-therapy-provider/advancing-medical-solutions-paducah-ky/,
WKY Medical Weight Loss,3520 Lone Oak Rd #,Paducah,KY,42003,"3520 Lone Oak Rd # B Paducah, KY 42003",(270) 216-5577,https://www.evexipel.com/hormone-replacement-therapy-provider/wky-medical-weight-loss-paducah-ky/,
Elevated Aesthetics & Wellness,1518 Dixie Highway,Park Hills,KY,41017,"1518 Dixie Highway Park Hills, KY 41017",(812) 594-4756,https://www.evexipel.com/hormone-replacement-therapy-provider/elevated-aesthetics-wellness-park-hills-ky/,https://www.google.com/search?q=elevated+aesthetics+and+wellness&sca_esv=491349f24674a34b&sxsrf=ANbL-n6EcAilxlrc_QiNLuxgJeEWDGSfmg%3A1773075284129&source=hp&ei=VPuuad3sBZPZ5NoP9dzdkAY&iflsig=AFdpzrgAAAAAaa8JZJvNjpvRt7Bv1r8PUDD1239mIGR4&oq=elevated+aes&gs_
Pineville Community Health Center,850 Riverview Ave,Pineville,KY,40977,"850 Riverview Ave Pineville, KY 40977",(606) 595-5718,https://www.evexipel.com/hormone-replacement-therapy-provider/pineville-community-health-center-pineville-ky/,
NuVital Infusion & Wellness,565 Knox Blvd Suite,Radcliff,KY,40160,"565 Knox Blvd Suite A2 Radcliff, KY 40160",(812) 737-3578,https://www.evexipel.com/hormone-replacement-therapy-provider/nuvital-infusion-wellness-radcliff-ky/,
